post_created_date,reach,Genre.1,Emotions.1,caption,permalink,likes,comments,shares,saved,total_interactions
25-Mar-2026,4227.0,Current-Affairs,Shock -VE,"A nine-year-old girl in Mumbai has died of Rabies, six months after a minor scratch from a stray dog, highlighting how even seemingly harmless injuries can turn fatal; the incident has prompted health officials to urgently stress the need for immediate medical care and timely vaccination after any animal bite or scratch.
📸 Credit: AI

Read more from Latestly and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Mumbai #Rabies #HealthAlert #PublicHealth #DogBite #StrayDogs #current",https://www.instagram.com/p/DWTJIdrDilp/,23.0,0.0,33.0,3.0,59.0
28-Mar-2026,4213.0,Sports,Curiosity,"As Virat Kohli prepares for the IPL 2026 opener in Bengaluru today, his iconic tattoos are once again under the spotlight. The intricate full-sleeve by Aliens Tattoo India—featuring the lotus—remains a fan favorite, symbolizing his journey of resilience and strength. Blending elements of change and self-improvement, the design reflects how Kohli has evolved over the phases of his career. As he leads the charge today, that sleeve serves as a visual reminder of a player who has consistently left behind past limitations to reinforce his core values.

Read more from LokmatTimes English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ViratKohli #IPL2026 #AliensTattoo #Lotus #sports",https://www.instagram.com/p/DWaezF8iBpi/,30.0,0.0,1.0,1.0,32.0
9-Mar-2026,4206.0,Entertainment,Surprise +VE,"Kamal Haasan, even past 70, continues to amaze fans with his performances. For Kalki 2898 AD, he reportedly earned a whopping Rs 150 crore for just 10 days of shooting, making him India's highest-paid actor. According to Filmmaker-actor Yugi Sethu, Haasan's fee was up to Rs 150 crore for a 20-day call sheet. However, Haasan actually devoted only 10 days to the shoot, which translates to earning Rs 15 crore per day.
📸 Credit: WION

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#KamalHaasan #Kalki2898AD #HighestPaidActor #IndianCinema #entertainment",https://www.instagram.com/p/DVqnE5Rmh_1/,64.0,0.0,8.0,2.0,74.0
5-Apr-2026,4203.0,Off-beat,Anger,"A disturbing video from a madrasa in Saharanpur, Uttar Pradesh, shows a maulana allegedly beating a 10-year-old boy 36 times with a stick. The child is seen lying on the ground, screaming in pain and crying for his mother. After the assault, he struggles to move, highlighting the severity of abuse and raising serious concerns over child safety.
📸 Credit: AI-Generated Image

Read more from Republic TV English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ChildAbuse #UttarPradesh #Saharanpur #maulana #offbeat",https://www.instagram.com/p/DWwQH8MiD81/,39.0,0.0,3.0,0.0,42.0
28-Mar-2026,4188.0,Entertainment,Happiness,"The smallest feet, the biggest joy! 🌙 Arbaaz and Sshura Khan’s daughter, Sipaara, celebrated her very first Eid in the most heartwarming way. With Salim Khan back home and the family together, it was a day of pure blessings.
📸 Credit: Google Images

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#SipaaraKhan #ArbaazKhan #SshuraKhan #Eid2026 #entertainment",https://www.instagram.com/p/DWau4KKjlhV/,40.0,0.0,0.0,1.0,41.0
22-Mar-2026,4150.0,Current-Affairs,Shock -VE,"LeT commander Bilal Arif Salafi was killed in a brutal daylight attack inside Markaz Taiba in Pakistan’s Muridke after Eid prayers. Gunmen shot and stabbed him before fleeing, triggering panic within the high-security complex and raising concerns over security breaches.
📸 Credit: Asianet News

Read more from Latestly and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Pakistan #Terrorism #Dhurandhar #Eid #current",https://www.instagram.com/p/DWLAPe5gi8-/,45.0,0.0,8.0,2.0,56.0
15-Mar-2026,4032.0,Off-beat,Heartwarming,"A video of a man quietly watering plants on a road divider every morning has gone viral on social media, with many praising his selfless effort to care for the greenery without seeking attention. The clip shows him arriving on a scooter and gently watering the dry soil and plants growing along the roadside divider.
📸 Credit: Asianet News

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ViralVideo #GoodDeeds #Humanity #PlantCare #NatureLove #offbeat",https://www.instagram.com/p/DV6Myc5E8ni/,56.0,0.0,1.0,0.0,57.0
17-Mar-2026,3941.0,Crime,Shock -VE,"In a shocking incident, a 35-year-old man allegedly died by suicide by jumping from the 23rd floor of a tower in a housing society in Gurugram, holding his two-year-old daughter in his arms. According to the family members, he had lost his sight in one eye after contracting coronavirus during the COVID-19 pandemic and was distressed due to this. ""The cause behind the suicide is yet to be ascertained, and no suicide note was found. We are investigating why he jumped from another tower. Further probe is underway"", the officer said.
📸 Credit: AI-generated

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Gurugram #Tragedy #MentalHealthAwareness #HighRiseSafety #crime",https://www.instagram.com/p/DV_W1w7jOsR/,37.0,1.0,2.0,3.0,43.0
26-Mar-2026,3927.0,Entertainment,Controversy,"Serious allegations have surfaced against director Sanoj Mishra. Actress Monalisa Bhosle has accused him of inappropriate conduct during filming and is seeking urgent protection from authorities.
📸 Credit: Google Images

Read more from Jagran English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#MonalisaBhosle #SanojMishra #TheDiaryOfManipur #entertainment #KumbhGirl",https://www.instagram.com/p/DWV_z3-jZsz/,4.0,0.0,4.0,1.0,9.0
31-Mar-2026,3887.0,Current-Affairs,Anger,"The viral pink elephant photoshoot in Jaipur has taken a somber turn following news that the elephant, Chanchal, passed away in February. In response to public outcry, the Rajasthan Forest Department has looked into the matter to verify if animal welfare protocols were followed during the 2025 session. While officials currently attribute the death to old age, they have maintained that legal action would only follow if specific violations of the Wildlife Protection Act are uncovered.
📸 Credit: FPJ

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Chanchal #JaipurElephant  #JuliaBuruleva #viralphotoshoot #current",https://www.instagram.com/p/DWjk3xIl-c0/,45.0,0.0,11.0,3.0,60.0
17-Mar-2026,3840.0,Current-Affairs,Shock -VE,"Bengaluru’s weather is famous for being pleasant, but the sun is currently an ""Invisible Enemy."" With a UV index of 13, you are at extreme risk of skin and eye damage. Read the doctor's warning.
📸 Credit: AI Generated

Read more from IndiaTVNews and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#BengaluruWeather #UVIndex13 #SunSafety #HealthAlert #current",https://www.instagram.com/p/DV-HWmdjkHI/,33.0,0.0,67.0,11.0,112.0
24-Mar-2026,3789.0,Off-beat,Pride,"Amid ongoing conversations about work-life balance, a video of a woman plastic surgeon returning home after 50 hours of continuous duty has gone viral online. In the clip, she is seen being welcomed by her mother-in-law with a traditional aarti, after which the surgeon respectfully touches her feet to seek blessings, highlighting a blend of professional dedication and cultural values.

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#WorkLifeBalance #DoctorLife #HealthcareHeroes #WomenInMedicine #Respect #offbeat",https://www.instagram.com/p/DWQrbQgghjw/,35.0,0.0,1.0,1.0,37.0
16-Mar-2026,3783.0,Entertainment,Controversy,"The honeymoon phase with the paps is officially over! 📸 Ahaan Panday is facing heavy trolling after a video of him ignoring photographers went viral. With fans calling him a ""one-hit wonder,"" has the Saiyaara success gone to his head?
📸 Credit: Ahaan Panday via Instagram

Read more from iDiva English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ahaanpanday #entertainment #trolling #nepokid",https://www.instagram.com/p/DV8BbRvEwjs/,34.0,14.0,37.0,11.0,96.0
10-Mar-2026,3720.0,Current-Affairs,Shock -VE,"A viral video has exposed a horrifying act of brutality in Pune. Is there no fear of the law anymore? Get the shocking details of this incident on DH.
📸 Credit: Free Press Journal

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#PuneHorror #JusticeForVictim #ShockingVideo #MaharashtraNews #current",https://www.instagram.com/p/DVsmUnwDWwF/,25.0,0.0,0.0,1.0,26.0
11-Mar-2026,3708.0,Current-Affairs,Shock -VE,"The MDS student, identified as Stuti Sonawane, reportedly left behind a six-page note accusing her ex boyfriend, Fazal Mohammad Khan (31), of repeatedly harassing and humiliating her during their relationship. According to the suicide note, the woman's friends knew about her troubles with Khan and would often joke and say, ""We don't want to see you in the fridge,"" referring to the sensational Shraddha Walkar murder case of Delhi.
📸 Credit: AI-Generated

Read more from TimesNow English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Mumbai #suicide #news #trending #current",https://www.instagram.com/p/DVvUZzUjfl5/,19.0,0.0,15.0,6.0,41.0
5-Apr-2026,3696.0,Off-beat,Surprise +VE,"A waterproof shield in the jungle: Why specialized units consider condoms an essential part of their tactical gear. 🌿🧤 It might seem surprising, but soldiers have been carrying condoms into battle since WWII and not for the reasons you think. These durable, elastic latex pouches are used to keep sand out of rifle barrels, protect sensitive electronics from water, and even act as emergency tourniquets or 2-liter water carriers. In the high-stakes environment of war, a $1 condom can save a $5,000 piece of equipment!

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#SoldierLife #SurvivalSkills #offbeat",https://www.instagram.com/p/DWvWkphCN8_/,19.0,0.0,5.0,1.0,25.0
26-Mar-2026,3678.0,Off-beat,Sadness,"A reminder of the people behind the screen: Rakesh acted in the year's biggest hit, but the price of a ticket exceeds his daily earnings. Read the full story of the man behind the scene.

Read more from Breezy Scroll and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#JaipurNews #Dhurandhar2 #BollywoodRealities #BollywoodBuzz #offbeat",https://www.instagram.com/p/DWVxaLTDrvj/,30.0,0.0,1.0,3.0,34.0
22-Mar-2026,3660.0,Off-beat,Shock -VE,"In a shocking incident, a 23-year-old doctor, identified as T Princy, also known as Shreshtha, allegedly died by suicide in Hyderabad’s Alwal after repeated arguments with her family over keeping a pet cat at home. She lived with her mother and grandmother, and the incident reportedly occurred on Friday evening when she was alone at home.
📸 Credit: NDTV

Read more from Republic TV English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Hyderabad #MentalHealth #SuicideAwareness #PetLovers #FamilyIssues #offbeat",https://www.instagram.com/p/DWMLivRAhoA/,31.0,6.0,28.0,5.0,70.0
2-Apr-2026,3650.0,Entertainment,Controversy,"The Jan Vishwas (Amendment of Provisions) Bill, 2026 seeks to decriminalise minor offences like public nuisance, smoking in metros, and honking by Bombay High Court has rejected Anita Advani’s plea to be legally recognised as Rajesh Khanna’s wife, ruling their long-term relationship does not qualify as marriage. The court upheld earlier decisions, noting Khanna remained legally married to Dimple Kapadia, ending Advani’s prolonged legal battle.
📸 Credit: TOI, AI

Read more from DNA and other top sources on #dailyhunt
Get the full perspective from India's top voices

#AnitaAdvani #RajeshKhanna #BombayHC #news #entertainment",https://www.instagram.com/p/DWnzCIqjjhj/,13.0,0.0,0.0,2.0,15.0
24-Mar-2026,3642.0,Entertainment,Curiosity,"On Tuesday, Punjabi actress Isha Rikhi’s mother, Poonam Rikhi, sparked the buzz around Badshah’s personal life when she took to Instagram to share a series of pictures that seemingly hint at the couple’s wedding. In the photos, Badshah and Isha can be seen participating in traditional wedding rituals in the presence of their family members. The clips show the couple dressed in traditional wedding attire as they exchange varmala in the presence of close family members and friends, capturing an intimate glimpse of the ceremony.

Read more from Mathrubhumi English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Badshah #IshaRikhi #SecretWedding #Pollywood #entertainment",https://www.instagram.com/p/DWRXl4ZCDF-/,17.0,0.0,0.0,1.0,18.0
9-Mar-2026,3624.0,Entertainment,Curiosity,"Ishan Kishan celebrated India’s T20 World Cup 2026 victory with his girlfriend Aditi Hundia at the Narendra Modi Stadium. Wrapped in the tricolour, Kishan was seen celebrating on the field as Aditi joined him from the stands. She had attended the match, and her pictures from the stadium quickly went viral on social media.
📸 Credit: FPJ

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#IshanKishan #AditiHundia #T20WorldCup2026 #INDvsNZ #cricket #entertainment",https://www.instagram.com/p/DVqDx5IjZyA/,30.0,0.0,0.0,2.0,32.0
30-Mar-2026,3618.0,Entertainment,Happiness,"Actor Sonam Kapoor and her husband Anand Ahuja have welcomed their second baby boy. The couple, who are already parents to three-year-old Vayu, shared the joyful news on Instagram, with Sonam writing that they are filled with immense gratitude and love as they celebrate the arrival of their son on March 29, 2026.
📸 Credit: TheNewsMill

Read more from Deccan Herald and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#SonamKapoor #AnandAhuja #BabyBoy #entertainment",https://www.instagram.com/p/DWgPlyXDqnq/,19.0,0.0,0.0,1.0,20.0
25-Mar-2026,3538.0,Current-Affairs,Surprise +VE,"The massive disrespect for Pakistan by not allowing its ship to pass through the Strait of Hormuz, currently controlled by Pakistan, has drawn attention because Iran recently approved Pakistan as a mediator for possible peace talks with the United States. More importantly, Iran has also informed the United Nations and the International Maritime Organization that only vessels with proper authorization and those not considered enemy ships will be allowed to pass through the Strait of Hormuz, the report said.
📸 Credit: India.com

Read more from India English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#StraitOfHormuz #KarachiBound #ShipSelen #GlobalTrade #current",https://www.instagram.com/p/DWTrU2EjuYP/,22.0,0.0,1.0,7.0,30.0
29-Mar-2026,3527.0,Current-Affairs,Sadness,"A private travel bus collided with a tipper lorry near Rayavaram and caught fire, engulfing the vehicle in flames; in the tragic incident, Uppala Ramadevi, a 45-year-old woman, pushed her son to safety through a window but was unable to escape herself and succumbed to the flames.
📸 Credit: Deccan Chronicle

Read more from Deccan Chronicle and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#BusAccident #Rayavaram #TragicIncident #FireAccident #current",https://www.instagram.com/p/DWdqzB3Dhc3/,30.0,1.0,3.0,2.0,36.0
10-Mar-2026,3488.0,Entertainment,Controversy,"From viral trolling to a powerful conversation. ❤️ Ayesha Khan has a message for the memers making fun of her period struggle. ""It’s about dignity, not jokes.""
📸 Credit: Ayesha Khan via Instagram

Read more from ABP Live English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#AyeshaKhan #Dhurandhar #entertainment #bollywood",https://www.instagram.com/p/DVsa0uYEudx/,35.0,0.0,1.0,1.0,37.0
12-Mar-2026,3444.0,Entertainment,Controversy,"Actress Hansika Motwani and businessman Sohael Khaturiya have finalised their divorce through mutual consent at the Bandra Family Court in Mumbai. The couple, who married in 2022, cited irreconcilable differences in temperament and lifestyle for their separation. Court documents also indicate that Hansika Motwani chose not to pursue any alimony claim.
📸 Credit: NDTV

Read more from NDTV Movies and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#HansikaMotwani #divorce #news #trending #entertainment",https://www.instagram.com/p/DVxuUqpje6Y/,26.0,0.0,1.0,0.0,27.0
17-Mar-2026,3360.0,Current-Affairs,Fear/Concern,"According to doctors, the man arrived at the hospital complaining of intense pain and difficulty for nearly 36 hours. After an examination and imaging tests, medical staff discovered a plastic bottle lodged inside his rectum. A team of surgeons conducted an operation and successfully removed the bottle after about one hour and ten minutes of surgery. Doctors said the patient was suffering from a psycho-sexual condition known as anal eroticism. According to medical experts, people with this condition may engage in risky behaviour with their private parts in search of unusual sexual stimulation. Experts emphasised the need for counselling in such cases to prevent recurrence and address the underlying behavioural issues.
📸 Credit: AI-generated

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#MedicalMystery #AnalEroticism #BizarreCase #AgraNews #current",https://www.instagram.com/p/DV_d36Wk6H9/,22.0,1.0,4.0,1.0,28.0
21-Mar-2026,3345.0,Entertainment,Sadness,"It’s not just about the physical pain. Dipika Kakar Ibrahim gets vulnerable about the days when she just can’t move. Her words on mental health and cancer are a must-read. Check it out on DH app.
📸 Credit: News18

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#DipikaKakar #CancerAwareness #MentalHealthMatters #ShoaibIbrahim #entertainment",https://www.instagram.com/p/DWItVVGAr4n/,28.0,0.0,4.0,2.0,34.0
16-Mar-2026,3319.0,Entertainment,Controversy,"Actor Zareen Khan has once again spoken about the controversy surrounding her 2017 film Aksar 2, claiming she felt misled about the nature of the project and was eventually not invited to the screening of her own movie. Zareen said disagreements between the team intensified during the shoot, with multiple parties clashing over the film's direction and content. ""There was so much animosity. The producers suddenly wanted me to do a bra scene, kiss, or something provocative in almost every sequence just because I had done one such film earlier. That's not fair,"" she said.
📸 Credit: @zareenkhan via Instagram

Read more from NDTV Movies and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ZareenKhan #Aksar2 #Bollywood #DarkReality #entertainment",https://www.instagram.com/p/DV8CaHZE4ah/,22.0,0.0,2.0,3.0,27.0
14-Mar-2026,3304.0,Entertainment,Surprise +VE,"Chinese actress Zhang Jingyi sparked online buzz at the Beijing International Film Festival after carrying a plain yellow plastic-style bag resembling Balenciagaâ€™s $1,790 â€œTrash Pouch.â€ The unusual accessory quickly went viral, with social media users joking that it looked just like an everyday grocery bag. ðŸ˜³
 ðŸ“¸ Credit: The Telegraph Online
 
 Read more from The Telegraph and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #ZhangJingyi #Balenciaga #FashionBuzz #BeijingFilmFestival #Entertainment",https://www.instagram.com/p/DV3pC0WE0Cc/,21.0,0.0,57.0,2.0,80.0
12-Mar-2026,3299.0,Entertainment,Controversy,"Viral sensation Monalisa Bhosle has married her boyfriend Farman Khan in a temple ceremony in Thiruvananthapuram, reportedly despite strong opposition from their families over their interfaith relationship. The couple tied the knot in a private ceremony and later approached the Kerala Police seeking protection. Photos and videos from their wedding have since gone viral on social media.
📸 Credit: HerZindagi

Read more from HerZindagi English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#MonalisaBhosle #FarmanKhan #KumbhGirl #InterfaithMarriage #entertainment",https://www.instagram.com/p/DVx-Bx6kiJl/,20.0,0.0,1.0,1.0,23.0
23-Mar-2026,3269.0,Business,Breaking News,"Silver prices hit the lower circuit in futures trade, plunging 9 per cent to Rs 2.06 lakh per kilogram, and gold prices plunged sharply by Rs 8,089 to Rs 1.36 lakh per 10 grams in futures trade on Monday, tracking a global selloff amid rising inflation fears and a firm US dollar. In the international market, silver futures on the Comex for the May contract declined by USD 6.51, or 9.34 per cent, to USD 63.15 per ounce and gold futures for the April contract depreciated by USD 202.4, or 4.42 per cent, to USD 4,372.5 per ounce.
📸 Credit: AI

Read more from The Telegraph and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#BlackMonday #GoldPriceIndia #SilverCrash #MarketBloodBath #business",https://www.instagram.com/p/DWOVNCElwzk/,22.0,0.0,8.0,5.0,35.0
10-Mar-2026,3245.0,Current-Affairs,Fear/Concern,"The ongoing conflict in West Asia is starting to impact India’s energy supply chain, disrupting liquefied petroleum gas (LPG) imports and causing shortages in several regions. Authorities are prioritising household cooking gas, leading to reduced supply of commercial LPG cylinders used by restaurants, hotels and food outlets. The tightening availability has also pushed up prices, raising concerns among businesses that depend heavily on commercial gas for daily operations.
📸 Credit: AI

Read more from OneIndia and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#LPGCrisis #LPGShortage #EnergyCrisis #war #current",https://www.instagram.com/p/DVsf8CvEu0O/,36.0,1.0,14.0,4.0,55.0
25-Mar-2026,3182.0,Off-beat,Shock -VE,"The Jaipur Police have apprehended an auto-rickshaw driver following a viral video showing him harassing a German woman. In the clip, the driver is seen manipulating the tourist into repeating offensive and abusive Hindi words while she was stuck in traffic, clearly unaware of their meanings. The incident, which was widely shared by activists and citizens, prompted an immediate investigation by the local authorities to ensure the safety of international visitors.

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Jaipur #TouristSafety #RajasthanPolice #offbeat #JaipurNews",https://www.instagram.com/p/DWSv6rKgiB1/,11.0,0.0,0.0,0.0,11.0
27-Mar-2026,3182.0,Business,Curiosity,"While digital banking is 24/7, physical branches in major states are shutting down from March 26 to 29 for Ram Navami and the weekend. If you need a cheque book or KYC, find out if you're stuck.
📸 Credit: AI Generated

Read more from Good Returns and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#BankHolidays #FinanceNews #RamNavami #BankingAlert #business",https://www.instagram.com/p/DWYDPMljqXV/,18.0,0.0,20.0,2.0,40.0
17-Mar-2026,3182.0,Off-beat,Funny,"A short clip from a routine office Zoom call has gone viral, igniting debate over what “professional” looks like in today’s hybrid work culture. Shared on X, the video shows a young woman attending a team meeting with a bright green neem face mask on, while actively discussing AI product ideas as if nothing is unusual. Interestingly, her boss doesn’t object or ask her to turn off the camera—instead, he remains engaged and listens with genuine interest.
📸 Credit: Asianet News

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ZoomCall #WorkFromHome #HybridWork #OfficeCulture #offbeat",https://www.instagram.com/p/DV-VXaGGKy0/,47.0,1.0,2.0,2.0,52.0
23-Mar-2026,3173.0,Entertainment,Controversy,"""Part 1 was great, but this is Ghatiya!"" 🛑 Reviewers aren't holding back on Dhurandhar 2. A viral clip from a UK cinema shows fans chanting ""Pakistan Zindabad"" after giving the film a ""third-class"" rating. Is the Ranveer Singh hype fading abroad?

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#RanveerSingh #Dhurandhar2 #Entertainment #Bollywood",https://www.instagram.com/p/DWN8FepF7Ox/,21.0,2.0,0.0,0.0,24.0
12-Mar-2026,3164.0,Sports,Controversy,"A complaint has been filed against Hardik Pandya by a Pune-based advocate, alleging disrespect to the Indian national flag during India’s T20 World Cup victory celebrations in Ahmedabad. The complaint was submitted at Shivaji Nagar Police Station and relates to the on-field celebrations at Narendra Modi Stadium after India won their record third T20 World Cup title on Sunday.
📸 Credit: NDTV

Read more from Hindustan Times and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#HardikPandya #MahiekaSharma #T20WorldCup2026 #TeamIndia #cricket #sports",https://www.instagram.com/p/DVx1KI-kkT7/,29.0,1.0,8.0,2.0,40.0
30-Mar-2026,3117.0,Off-beat,Shock -VE,"A bizarre chocolate heist in Europe has drawn global attention after more than 12 tonnes of KitKat bars disappeared during transit, sparking concern from the brand and a wave of jokes online. Nestlé confirmed that a truck carrying the large shipment vanished while en route from central Italy, with the cargo, around 413,000 bars from a new product line, intended for Poland but never reaching its destination. The company has not disclosed the exact location where the truck went missing, and both the vehicle and its consignment remain untraced.
📸 Credit: AI

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#KitKat #ChocolateHeist #SweetHeist #Nestle #crime",https://www.instagram.com/p/DWfuttrF-Qc/,24.0,0.0,13.0,0.0,38.0
6-Mar-2026,3117.0,Entertainment,Fear/Concern,"The US is at war again and apart from the human toll - including the loss of American lives - it is costing the country a pretty penny as well! US President Donald Trump has declared that the war will last approximately a month, if not more. If the war drags on, like Trump has indicated it will, the US will end up spending a staggering $210 billion (Rs 18.87 lakh crore), according to Kent Smetters, director of the Penn Wharton Budget Model and one of the nation's foremost fiscal analysts.
 ðŸ“¸ Credit: TimesNow
 
 Read more from NDTV and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #GlobalEconomy #MiddleEastCrisis #TrumpIranWar #Geopolitics #current",https://www.instagram.com/p/DVh2jTHiG1P/,26.0,0.0,1.0,3.0,31.0
13-Mar-2026,3094.0,Sports,Controversy,"Sunrisers Leeds, owned by Kavya Maran, signed Pakistan leg-spinner Abrar Ahmed for Â£190,000 (â‚¹2.3 crore) in the inaugural menâ€™s Hundred auction. The move sparked massive backlash and boycott calls from many Indian fans, as Abrar is known for openly mocking India and Indian players. The backlash resulted in the franchise's X account to be suspended temporarily!
 ðŸ“¸ Credit: NDTV, ABP
 
 Read more from LokmatTimes English and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #SRH #KavyaMaran #AbrarAhmed #news #sports",https://www.instagram.com/p/DV0eDzcEgil/,17.0,2.0,2.0,0.0,21.0
1-Apr-2026,3064.0,Entertainment,Curiosity,"The First Look is finally here! 🏹✨ Ranbir Kapoor’s avatar as Lord Ram was reportedly screened in LA, and the reactions are INSANE. ""We are not ready for this level of perfection,"" say fans. From the serene expression to the majestic bow, Nitesh Tiwari is clearly making an epic for the ages. WATCH the internet meltdown!
📸 Credit: Asianet News English

Read more from India English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Ramayana #RanbirKapoor #LordRam #NiteshTiwari #entertainment #SaiPallavi",https://www.instagram.com/p/DWlVX0SFgci/,40.0,0.0,4.0,2.0,46.0
30-Mar-2026,3063.0,Current-Affairs,Shock -VE,"When your own home becomes a hunting ground. 🏚️😱 A 17-year-old in UP has lived through a horror no one should endure—raped by her uncles while her sister was sold for money. Is anyone safe?
📸 Credit: AI Generated

Read more from NewsX English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#UPHorror #FamilyBetrayal #CrimeAlert #JusticeForVictims #crime",https://www.instagram.com/p/DWgS51xDviJ/,29.0,0.0,7.0,4.0,40.0
27-Mar-2026,3028.0,Crime,Shock -VE,"A  shocking case has emerged from Uttar Pradesh's Agra, where an 8-year-old girl was found murdered after being missing for over a day. Her body was recovered from a flour container inside a tenant's room, leading to widespread anger in the area. Police have registered a case of kidnapping and murder against the absconding tenant. Around 10 teams have been formed to trace and arrest him.
📸 Credit: Asianet

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#AgraHorror #ChildSafety #JusticeForInnocent #murder #crime",https://www.instagram.com/p/DWYeDYxDnvW/,13.0,0.0,3.0,1.0,17.0
26-Mar-2026,3023.0,Current-Affairs,Fear/Concern,"An AI-generated propaganda video, reportedly linked to the Islamic Republic of Iran Broadcasting and later circulated by Russian outlet RT, has gone viral for depicting a missile strike on the Statue of Liberty. The one-minute clip ends with the slogan “One vengeance for all” and combines historical and geopolitical imagery such as Native American displacement, the atomic bombings of Japan, the Vietnam War, and recent Middle East conflicts, portraying the United States as a central global antagonist.
📸 Credit: TimesNow

Read more from TimesNow English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#AI #Iran #IRIB #RTNews #StatueOfLiberty #US #Geopolitics #current",https://www.instagram.com/p/DWVpu4djeQZ/,33.0,0.0,18.0,3.0,54.0
8-Mar-2026,3010.0,Sports,Surprise +VE,"Prithvi Shaw took to social media to share a series of pictures from the engagement ceremony. Agarwal is an actress and social media influencer and has been spotted with Prithvi on multiple occasions in the past. ""From sixes on the field to a lifetime of hits off it. She's my perfect innings! #justengaged,"" Prithvi wrote on Instagram. Prithvi's engagement came just days after childhood friend Arjun Tendulkar's wedding to Saaniya Chandhok.

Read more from Jagran English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#PrithviShaw #IndianCricket #CelebrityEngagement #AkritiAgarwal #sports",https://www.instagram.com/p/DVodNeKjVTJ/,23.0,0.0,2.0,0.0,26.0
10-Mar-2026,2984.0,Off-beat,Shock -VE,"Two oarfish, often referred to as “doomsday fish,” were reportedly seen on a beach in Cabo San Lucas, Mexico, drawing significant attention and concern on social media. These rare deep-sea creatures, which can grow up to 30 feet long, are believed in Japanese folklore to appear near the surface before natural disasters.
📸 Credit: NDTV

Read more from NDTV and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#oarfish #doomsdayfish #news #trending #offbeat",https://www.instagram.com/p/DVssVx1FG0l/,19.0,0.0,1.0,1.0,21.0
7-Mar-2026,2971.0,Entertainment,Controversy,"An FIR has been filed against rapper Badshah in Panchkula over alleged obscene lyrics and visuals in the song ‘Tateeree’, showing girls in school uniforms. The Haryana Women’s Commission has summoned him on March 13 as authorities review the complaint.
📸 Credit: AI-Generated

Read more from PTC News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Badshah #Tateeree #FIR #MusicControversy #entertainment",https://www.instagram.com/p/DVlEi_6iNKH/,23.0,0.0,0.0,2.0,25.0
